,상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용,긍정부정,긍정부정 확률
148,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",서*수,5.0,이래서 맥북맥북하나봅니다.,맥북 처음써보는 사람이고 코딩 공부용으로 맥북에어 m2사려고 했었는데 옵션을 올릴때마다 가격이 올라서 200넘더라고요. 그래서 포기하려는 와중에 같은 m2 프로있길래 원하는 옵션을 보니까 카드할인 쿠폰할인까지 돼서 개이득이네!!!  싶어서 구매했습니다. 처음 써보는 입장에서 디자인이 옛날꺼면 어때요 그래도 이쁜데요?가성비 값인데 많이들 사셨으면 좋겠습니다.,1,0.8889626860618591
149,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 1TB, 16GB",황*섭,5.0,역시 맥북프로 입니다 기대하던 대로 !!,배송이 칼같이 빨리 와서 넘 좋았구요전에 맥북프로 한번 경험해보고 다시 큰맘먹고m2로 구매했습니다  스페이스그레이 색 괜찮네요초기 불량테스트도 무사 통과했습니다이제 본격 사용해보면 찐 성능을 확인할 수 있겠죠^^,1,0.9543777108192444
150,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",신*윤,5.0,이가격에 맥북프로라니,에어기읏거리다가할인에 눈돌아가서 덥석사버림,-1,0.98633255623281
151,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 512GB, 8GB",권*실,5.0,너무 이뻐요,딸아이 선물로 샀는데 너무 좋아해요! 잘쓸게요~~,1,0.9887548685073853
152,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 24GB",채*권,5.0,엄지척,M1 프로 맥스 사용하고 있는데 들고 다니기 무거워 또 하나 구매 했는데 확실히 가볍습니다 성능은 뭐 말해뭐해요 에어를 사려다 원하는 스펙이 없어 프로로 했는데 좋습니다,1,0.9899991154670715
153,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",박*련,5.0,등록된 헤드라인이 없습니다,개발자 취뽀한 동생한테 선물했습니당. 개발자들한테 입문용 겸 호환성?면에서 맥북이 쓰기 좋다 하대요..잘 모르지만 ㅋㅋㅋ만족스럽게 사용중입니다. 영화 재생 해봤는데 디스플레이 해상도라 해야하나요~화질과 음향이 아주 좋습니다ㅜㅜ,1,0.9602394104003906
154,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",김*윤,5.0,등록된 헤드라인이 없습니다,저렴하게 잘 샀습니다 휴대폰 보다 싸네요 ^^;;;;;;,1,0.9333270788192749
155,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",김*규,5.0,등록된 헤드라인이 없습니다,믿고 시는 로켓. 바로ㅜ다음날 아주 안전하게ㅜ받았습니다.,1,0.8494431376457214
156,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 16GB",오*택,5.0,등록된 헤드라인이 없습니다,"양품 잘 받았습니다.개인적인 후기로는, 맥북 입문용으로 샀는데,, 아무리 방법을 뒤져도 넷플릭스 오프라인 저장이 안되네요. utm, 패러랠즈 다 써봤는데 안되고 앱도 없으면 맥북은 일 하는데만 쓰라는건지 참 답답합니다.",-1,0.926881842315197
157,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",이*원,5.0,프로인데 프로아닌 프로같은 너,폼팩터변경없이 나온 맥북프로 13 M2오히려 가격이 에어보다 저렴하게 되면서 사게 되었다터치바 싫어하는 사람 많던데 나는 괜찮다m1 에어쓰다가 넘어왔는데 성능향상이 그렇게까지 체감되진않았다,1,0.5062927603721619
158,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 512GB, 8GB",김*근,5.0,맥북프로 m2 512기가,딸래미 음악 작업하다고해서 구입했네요  아주아주 좋아 합니다.,1,0.9909570217132568
159,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 512GB, 8GB",마뜩하다,5.0,한국에서 문서작업용으러는 한계가 있음,"혹시라도 문서작업(한글, 엑셀 등) 위주로 사용하시려거든정말 좋은 다른 노트북들이 많으니 그걸 알아보시는게 좋을거 같습니다!그게 아니라면 디자인 예쁘고 성능도 빠릿빠릿해서 굉장히 만족스러워요!생각보다는 무거웠지만 무리가 가는 무게는 아니였습니다!(대신 휴대 하실때 무게감은 확실히 있을듯!)",1,0.9866616129875183
160,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 24GB",이*은,5.0,배터리가 괜찮아요,전에쓰던 2019 모델보다 베터리성능이월등해요,-1,0.6297741234302521
161,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",별양,5.0,역시 애플.,"역시 애플.프로그램 돌려도 윈도우 처럼 버벅이는게 없으니다들 사과의 노예가 되어가는 듯. 그래도 넘 좋다.M1 256G 보다 못 하다는 분들, 바보 멍청이.동영상이나 보고 웹서핑이나 하면서 뭘 안다고…",-1,0.6509294509887695
162,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 512GB, 16GB",윤*태,5.0,넘 좋아요. 할인받아서 좋은 맥북 득템성공,m1 맥북에어 사용하다m2 맥북프로  처음 사용해 보니 조으네요 터치바도 마음에 듭니다 스피커 사운드가 공간음향도 가능하고이어폰잭이 하이임피던스라 애플뮤직 고음질을 즐길수 있네요무엇보다 저렴하게 구입해서 기분이 좋은 중입니다,1,0.9945862293243408
163,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 8GB",J*N,5.0,등록된 헤드라인이 없습니다,포장도 잘되있고 배송도 로캣답게 빨리 왔어요.  아이폰 아이패드 워치 에어팟까지 꾸준히 사용했지만 맥북은 처음이라 좀 걱정했는데 실제로 사용해보니 생각보다 편하고 장치호환성이 높아서 “역시애플이다”라고 감탄하면서 사용하고있습니다.,1,0.9821919202804565
164,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 8GB",김*비,5.0,현존하는 노트북 중 제일 까리해보임,그게다죠 뭐..이름값도 잇고 좋기도하고 무튼 잘샀다!,1,0.6271451115608215
165,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",김*주,5.0,완전 대만족,애플 기대이상입니다 넘 감동입니다 이쁘고 간지나고 대박입니다 완전강추입니다,1,0.996330201625824
166,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",유*재,4.0,등록된 헤드라인이 없습니다,"맥북 사려고 이래저래 알아보다가 쿠팡이 젤 저렴한거 같아서 샀는데, 산지 일주일 지나니 더 저렴해졌네요ㅠㅠ이만원정도 더 싸지다니ㅜㅜ 초큼 슬프네요ㅠㅠ맥북은 정상으로 잘 작동하고 좋으네유",1,0.7707276344299316
167,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",황*영,5.0,등록된 헤드라인이 없습니다,할인 많이 받고 득템했어요배송 8시간만에 받았습니다 대박 오래 잘쓸게요,1,0.9436716437339783
168,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 8GB",김*식,5.0,일단 내 것이 되면 최고,새 버전은 늘 기대된다. 사전예약 할인 받아 구매한 것으로 만족.,1,0.9040724635124207
169,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 8GB",장*호,5.0,등록된 헤드라인이 없습니다,M2를 느껴보고싶어서 구매했습니다. 첫 맥북이라 애지중지 잘 쓰겠습니다,1,0.949378252029419
170,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 512GB, 24GB",이*환,5.0,등록된 헤드라인이 없습니다,"배송도 빠르고, 상품도 하자 없이 잘 왔습니다. 감사합니다!",1,0.9870800971984863
171,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",전*형,5.0,m2는 무조건 병렬ssd,괜찮음 m2는  512g 필수,1,0.6653679609298706
172,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",이*우,5.0,등록된 헤드라인이 없습니다,아이 학습용으로 구매했는데 좋습니다,1,0.971449077129364
173,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 24GB",주*옥,5.0,아쉬운거 빼고 다 좋음 ㅋㅋ,충전단자가 생각한거가아니라 아쉬움,-1,0.9476747699081898
174,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",오*교,5.0,저렴하게 잘샀습니다 정말 좋아요,저렴하게 잘샀습니다 정말 좋아요,1,0.9702230095863342
175,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",도도남매87,5.0,등록된 헤드라인이 없습니다,정말 많이 망설이고 오바스펙이지만수업도 들어야하고 패드는 아이가 차지하고 있고중고로 사고 싶었는데카드할인 겁나긴 할부.... 난생처음 맥북 사보네요어차피 집에 컴퓨터 한대는 있어야할것같고포장 그지같이오면 반품해야지 했는데갈색박스까지 완전 밀봉제품 받았네요그냥 쓰라네 ㅎㅎ첫맥북이라 뭐부터 손을 대야되는건지 ㅜㅜ오디 나와있는데로 불량체크 해보는데흔들면 작게 소리 조금 나네요 ㅠ다른건 다 좋아요아 적응 빨리하고싶다,-1,0.6842627227306366
176,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",김*종,4.0,등록된 헤드라인이 없습니다,주문한지 하루도 안되서 도착시키는 쿠팡의 배송속도에 다시한번 감탄을 하면서도 아쉬운점 한가지만 적어봅니다200만원 가까운 돈을 들여서 주문한 제품의 포장을 본 순간내용물 분실된것 아닌가 하는 맘에 얼마나 놀랐던지.. 여러상품들이 적재되어 화물차에 실려 배송되고 집하지에서 다시 분류되어 배송되어 저리되구나 이해는 하지만 그런것까지 감안해서 좀 더 꼼꼼한 포장을 해 주셨으면 좋겠네요,-1,0.8406625390052795
177,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",오닉,5.0,만족해요!,"리뷰보고 박스가 뜯어진게 오거나 배송이 불만족이라는 글들이 있어서 걱정했는데 다행히 별 이상없이 배송 받았습니다!개봉하고 제품 불량테스트 다 해봤는데 이상없네요ㅎㅎ맥린이라서 유튜브 참고해서 이것저것 설정해놓고 사용중입니다주로 웹서핑, 영상시청, 글쓰기 등 하는 목적으로 구매했는데사용하기 편리하고 좋네요!",1,0.9699321389198303
178,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",이*호,5.0,등록된 헤드라인이 없습니다,다른사이트에 비해 가격도착하고 로켓배송이라 주문한지 하루만에 왔어요~~실물로보니 더이쁘고 맘에들어요,1,0.9441837072372437
179,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 512GB, 16GB",김*우,5.0,등록된 헤드라인이 없습니다,배송 정말빠르네요 다음날 도착아니에요 점심때 시키니 밤 12시쯤가니까 와있더라고요 ㅎㅎㅎㅎㅎㅎ 역시 쿠팡이네요,1,0.9400012493133545
180,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",김*수,4.0,빠른 배송에 대 만족,"빠른 배송에 우선 만족. 제품이야 맥북이니 뭐 달리 더 할말은 없지만,색상이 마음에 듭니다.",1,0.9925104975700378
181,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 512GB, 16GB",안*욱,1.0,포장이 쓰레기네요…,"이거 거의 미개봉 반품 수준 아닙니까?급하게 써야하는데 반품을해야하나 고민중..진짜 너무하네요겉박스도 없이 제품만 달랑, 완충제도 없이…",-1,0.9975422583520412
182,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 8GB",오*성,1.0,아직써보진않았으나,"배송당시 박스상태가 상당히 불만족스럽네요박스가 오픈되어 내부가 훤히 드러나있는상태로 배송왔습니다또한 상자속 에어백도 상품의 위,아래에 위치해있는게 아닌 위에만 단독으로 위치해있어 에어백이 없는쪽 충격에 전혀 대비돼있지않았습니다.아직 써보지않았지만 이런상태로 배송돼서 왔다는것 자체만으로 굉장히 불쾌하네요 그것도  고가의 전자제품임에도 불구하고요.",-1,0.9952599545940757
183,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",최*진,1.0,짜증남,상품포장 상태가 허술함.박스도 찢겨옴. 구매후 다음날 행사가격 6만원 더 내림.짜증~~근데 쿠팡은 종종 이런식임.날짜라도 텀을 두고 하던가..고객 억화심정 생기게 하는게 상술?여튼 님들은 좀 고가 상품은 시간을 두고 비교구매 하시길 바랍니다ㅠ상품은 괜찮 쿠팡은 안괜찮,-1,0.9879755536094308
184,"Apple 2022 맥북 프로 13 M2, 스페이스 그레이, GPU 10코어, 256GB, 8GB",손*경,1.0,반품된 거 같은 상품을 새상품이라고 팜,박스 개봉된 상품을 미개봉 상품이라고 보내왔어요투명테이프로 붙여놓구요박스 봉인씰 깔끔하게 뜯어진 걸 보니 배송중 파손이 아니라 반품된 상품같은데 이게 맞습니까?,-1,0.9965082847047597
185,"Apple 2022 맥북 프로 13 M2, 실버, GPU 10코어, 256GB, 16GB",이*우,5.0,등록된 헤드라인이 없습니다,"2022/08/30 1,599,600원 구매이돈이면 못참지 ㅋㅋ",-1,0.6176880598068237
186,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",최*비,5.0,최고의 노트북 입니다. 망설이지 마십시요.구매하세요,"삼성 화이트박스에 노트북이 멋지게 들어있더군요^^컬러도 정말 마음에 듭니다. 촌스럽지않은 세련된 짙은 블루 컬러입니다. ㅠㅠ 이렇게 색상을 잘 뽑아냈을 줄이야…2학기부터 다시 학교를 다녀야해서,저도 정말 엄청나게 비교하고, (LG랑 애플의 맥북)고민하다가 구매한 거였습니다.그런데 받고보니..고민한 시간들이 아깝더라구요!진작 이 제품으로 바로 살걸 그랬습니다! 15인치인데 친구들 15인치 노트북보다 화면이 훨씬 시원하고 크게 잘 보입니다!! 어제 다들 노트북 모델명 뭐냐고 물어봤어요. 그리고 갤럭시 버즈 충전 잘 되고요. 폰도 올려두면 당연히 충전됩니다!새벽에 노트북 잘 깔렸는지 확인하고 싶어서,노트북으로 새벽 1시 넘어서 상담원 연결해서프로그램도 다시 제대로 깔리게 서비스 받았습니다!!가장 좋은 부분이 바로 이 서비스 부분입니다.노트북을 켜고, ESC키만 누르면 24시간 상담원과바로 연결이 됩니다!!그래서 새벽 1시 넘어서 서비스 다 받았어요~~~~정말 응답이 빠르더군요!노트북을 최신 업데이트 알아서 원격으로 다 처리해주십니다1앞으로도 물리적인 고장이 아닌 이상,노트북에서 ESC키만 누르면~~24시간 무상으로 원격조정 서비스로 진단 바로 받고,서비스로 받을 수 있다고 하네요.노트북 컨디션 유지하기에 정말 좋은 서비스같아요^^컴맹들에게는 정말 좋은 희소식이지요^^!고민하지 말고 구매하십시오.저는 정말 후회안합니다.접히기도 잘 접히고요~^^무겁다고 하신분도 있는데, 저는 솔직히 하나도 안 무겁습니다!그리고앞으로 나올 맥북도 이제는 15인치 크기, 17인치 크기로 나온다고해요!제가 오프라인으로 직접가서 제품 실물 비교했을때도...13인치 ^^;; 맥북들은 정말 너무 작더라구요.긴 시간을 노트북을 사용해서 과제물 처리해야하고,인강 들어야 한다면, 개인적인 생각으론 화면은 시원하고 커야합니다.! (암요~ 크고 시원하고 A/S 바로바로 되는게 과제물 처리할때는 최고이지요!)그리고 삼성은 모든 프로그램들이 다 돌아가지요마이크로 오피스부터 한컴까지 ^^!!펜도 너무 좋아요 필기감.. 장난아니네요^^!!이 좋은기분... 모두에게 알리고싶습니다 하하하^^!!아, 엄청나게 좋은 화질입니다~~ (저는 컴알못이라서 이유는 모르겠지만..)친구들 노트북들하고 어제 동시에 켰었는데이 제품이 가장 화질도 끝내줬습니다 ^^!!공부하다 스트레스 받을 때,영화한편 감상하기도 정말 좋아요.눈이 안피곤합니다 (정말 최고!)너무 만족해서 적는거라서 ...글을 도대체 어떻게 마무리 해야할 지를 모르겠습니다.이 글 보신분들은모두 건강하시고요아프지마시고요적게 일하시고 많이 버십시요!",1,0.868144154548645
187,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",김*은,5.0,배터리 남은시간이 계속 바껴요;;,처음에는 받았을 때 너무 좋았는데 쓰면서도 계속 좋았는데 배터리 남은 시간이 90퍼가 넘은 상태인데도 4시간30분 이러고 몇분뒤에 보면 갑자기 12시간이라 그러고 지금은 또 7시간 10분남았데요... 이거 불량 아닌가요..? 처음 산거라 무섭네요.. 교체든 문의 답변이든 해결 부탁드려요ㅠㅜ태블릿처럼 쓸 수 있는건 좋지만 책상위에만 올릴 수 있어요(뒷면이 키보드있으니까 당연한 말) 화면 큼직하고 윈도우 설치돼서 오니까 좋아요오래쓰고싶네요>> 배터리는 사용환경에 따라 다르다고 설명들었습니다 :)컴터는 넘 좋아요 삶의 질이 올라가는 느낌..!,1,0.9311635494232178
188,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",강*원,5.0,생각보다 가볍고 조용하고 예쁘다,"플렉스 생각보다 가볍고,디스플레이 크고 디자인 상당히 예쁨 3일정도밖에 안되었지만^^ 태블릿(갤탭s6 5g)으로 부족했던 문서작업 정말 편하고 만족스럽게 할 수 있어서 좋습니다..일단 360도 회전되는게 메리트가 큰거같아요..  타이핑 많이 할때는 무선 키보드 연결해서 모니터로 활용하기도 좋네요~~프리미엄급 노트북이라서 그런지,,,만족스러워요",1,0.9938528537750244
189,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*남,5.0,굿입니다,며칠동안 컴고르느라 유튜브 리뷰도 보고 오프라인 매장도 다니고 고생 많이 했는데 역시 플렉스로 고른 보람있네요~디자인도 넘 이쁘고 플렉스라 패드겸용으로 활용성도 좋아요~^^ 걱정했던게 리뷰보면 자판 타자감이 안좋다고 되어있는 글들이 많던데 전 구매후 4일째인데 전혀 불편함 못느끼고 잘 이용하고 있습니다. 가격이 좀비싸지만 아내 생일선물로 쫌 무리해서 샀네요.,1,0.9465703964233398
190,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*호,5.0,기능 공부해서 사용자 고급지게 사용하세요,상품 설치후 재포장 상태 깔끔하게 배송되었으며 상품 코발트 블루 고급지게 보이고 사용시 기능 더 원활하게 사용할려면 공부를 해서 사용해야 그 기능을 고급지게 사용할수 있을것 같습니다,1,0.9873044490814209
191,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",권*진,4.0,플렉스 디자인 정말 예쁩니다!,열심히 썼는데 아까 쓴건 상품평이 아닌가 어디론가 날라가버렸네요.일단 제가 메탈9을 원래써서 비교차원에서 작성합니다. 성능은 뭐 말할것도 없이 플렉스가 압살이지만메탈의 경우 밑에 고무가 있어 잘 고정되지만 플렉스는 슉 미끄러지는 느낌입니다. 그외에 메탈이 오래되면 스크린을 감싸는 고무가 헐거워져서 빠지는데-제꺼도 빠져서 끊어짐;;플렉스는 그런거 없이 그냥 커버고요터치펜! 느낌이 정말 좋습니다. 원래는 이참에 타블렛살까했는데 이녀석 광고한번 보고 노트북도 오래되었으니 새로 맞춰야지하고 구입했는데 만족합니다ㅎㅎ노트북은 삼성이 진짜 기똥차게 만드는듯,1,0.9714812636375427
192,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",박*희,5.0,만족합니다,기존 펜s 노트북 구입후 만족스럽게 쓰고 있다가 기숙사 들어가는 딸 학습용으로 펜s 다음버전인 플렉스를 구입합니다. 모서리가 둥글둥글한 펜s보다 디자인이 각져 있어 전체적으로 세련되 보이네요.키보드 그립감이 더 개선되었고 전체적으로 살짝 밝은 블루색으로 아주 고급스럽습니다. 플렉스는 뭐니뭐니해도 화면터치에 익숙한 스마트폰 세대에 가장 이상적이죠. 아무리 가벼운 노트북이라도 화면터치가 안되는건 불편하더라구요. 제 딸은 360도 접어 수학문제 연습장으로도 잘 쓰더라구요. 또한 버즈 무선충전까지 가능하니 참 편리합니다. 다만 기존상품은 무선블루투스 마우스와 노란색 파우치가 기본으로 들어있었는데 이건 다 없네요. 같은 15.6인치라도 모서리차이로 파우치 호환은 안됩니다. 따로 구매해야해서 아쉬워요. 전 노트북사용시 무선마우스도 꼭 사용하는데 패키지에 있었다면 더 좋았을것같습니다.,1,0.6031652092933655
193,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",허*애,4.0,펜S보다 더 이뻐요~,"대학생 딸을위한 선물입니다. 여러제품 비교후 구매했는데요,디자인은 뭐 말할거 없네요.사고보니 키보드는 치는맛이 영 덜합니다.납작하니 너무 평편. 들러붙어서 터치감이 없어요.속도,속시원합디다. 다만 가격이 좀 아쉽네요.암튼 잘 쓰겠습니다~참 이제품은 얼굴인식 기능은 안됩니다. 펜s는 되구요.",-1,0.8211372792720795
194,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",정*진,5.0,등록된 헤드라인이 없습니다,유투브 에서 무게가 있다고 했는데 개인차인듯  가볍습니다화질은 정말 좋아요말로 표현이 안 될정도로 색이 살아있네요마우스나 파우치는 따로 구매해야합니다 윈도우는 깔아져서 나옵니다엑셀이나 한글은 따로 설치해야합니다 없어요,1,0.7966433763504028
195,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",김*숙,5.0,현명한 선택이었네요!!^^,아이패드와 노트북을 두고 고민을 많이했습니다.아이는 아이패드를 원했으나 학습용으로  화면이 조금 더 컸으면 좋겠다는 저의 고집으로 선택했는데 정말 시야가 편안합니다.(스피커기능 짱!입니다.)무선마우스가 포함되어있지 않아 아쉬워하며  있는 거 옮겨 쓰다가 지금은 아예 뺐습니다.손으로 드래그하니까 필요가 없네요.처음에는 손으로 드래그가 안되어서 안되는거였나? 하다가 삼성업데이트 다운받으니 바로 되네요.지인이 이렇게 고가 제품을 온라인으로 시키냐고 했지만포장상태.배송.기능아주~만족합니다.^^,1,0.9935165047645569
196,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",박*숙,5.0,로얄블루의 고급짐은 선택이 옳았음을 증명함,"윈도우 10 설치 포함해서 와우회원가로 30만원 이상 저렴하게 구매해서 가격면에서 매우 만족스럽고, 외관상 로얄블루의 고급짐과 돋보임은 내 선택이 옳았음을 증명했다.  툭히 s펜도 실용적이겠지만 부속품 중 s펜심 2개가 스페어로 있어서 닳으면 따로 펜을 살 필요없이 교체하면 되니까 좋고 그런 삼성의 세심함에 작지만 감동받았다. 단점은 usb꽂을 때 usb-c포트에 끼워서 써야해서 휴대할 때 노트북과 함께 가지고 다녀야 한다는 것이 불편할 것 같다.",1,0.9458145499229431
197,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 256GB, 8GB, WIN10 Home, NT950QCT-A58A",홍*미,4.0,노트북속도 빨라서 좋습니다,재택근무용으로 구매했어요로얄블루 칼라가 마음에 들어서 플렉스2보다 더 눈에 가서 구매했어요. 메모리와 용량은 더 큰거 구매하고 싶었지만  품절인관계로 남아있는거 했고요. 재택근무용으로 사용해보니 속도 빠르고 화질선명하고 만족합니다 좀 아쉬운점 있다면 사은품이 보통 한두개정도는 주시는데 정말 딱 제품만 왔더군요 -.- 그리고 Usb단자 없는게 불편해요 호환을 꼭 해야해서 살짝 아쉽네요. 그외에건은 만족해요,1,0.931121289730072
198,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",쿠팡실구매자,4.0,등록된 헤드라인이 없습니다,화질이 좋고 살짝 무게감은 있으나 사용하기에 불편함은 없음.,1,0.5418360829353333
199,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",어*일,5.0,등록된 헤드라인이 없습니다,"맥북 프로 살까 고민 하다가 이버넹 갤럭시북 플렉스 구매를 하게되었는데 생각이상으로 너무 좋네요.화질도 너무 좋고 스피커 음질도 빵빵하고 대만족입니다!!무엇보다 360도 회전이 되어서 태블릿으로 활용 할 수 있으며, S펜의 활용도도 굉장히 좋네요.배송도 빠르고 모든면에서 만족합니다.",1,0.9959864020347595
200,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",솔직한이웃,4.0,40대라면 이 노트북이 딱!! 임,액정이 와이드해져서 눈이 시원하네요.  40대라면 격공감할 눈의 해방감...확실히 Qled라 그런지 색감도 밝고 깨끗해요. 기존 삼성 노트북과 비교했을 때도 정말 많이 업그레이드 되었어요.특히 펜기능이 워드나 ppt 모든 화면에서 자유롭게 사용 가능하게 되어 너무 좋습니다.이렇게 큰데 무게는 1kg 조금 넘는 수준이니 정말 대단해요.단지 열때 조금 불편해요.바닥이 확실히 밀착이 안 돼서 두 손으로 잡고 열어야 하네요. 빨리 열고싶을 때 조금 빠직 # 합니다. 그래서 별 하나 뺐어요~,1,0.9385362863540649
201,"삼성전자 2019 갤럭시북 플렉스 15.6, 로얄 블루, 코어i5 10세대, 512GB, 8GB, WIN10 Home, NT950QCT-A58A",Doming,5.0,후회없는선택,기존에 아이패드프로 3세대 크기별로 두대 쓰고있는데하나 팔아야 겠어요 ㅎ 무선충전된다는 메리트. 화질. 스피커 모두 충족합니다. 스피커는 노트북보다좋고 외부스피커보단 낮은 그사이쯤이지만 확실히 기존 다른것들보단 좋아요 ㅎ,1,0.9790956377983093
202,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",쿠팡실구매자,5.0,꺼내놓으면 비싼놈이라는걸 느낄 수 있어요,이제 잘 사용해야 할 텐데 아직 파우치도 없고 마우스도 사야겠네요ㅜㅜ 필요한게 많네요~~ 어디서든 꺼내놓으면 모두 쳐다볼거 같긴 하네요^^ 성능도 나무랄데 없고 좋은데 마우스 정도는 사은품으로 주셨으면 좋겠네요^^,1,0.5581197142601013
203,"삼성전자 2020 갤럭시북 플렉스 15.6 + 스마트 S펜, 로얄 블루, 코어i5 10세대, 256GB, 16GB, WIN10 Home, NT950QCT-A58A",김*헌,5.0,추천합니다. 이주 만족스럽게 사용하고 있습니다.,회사 컴퓨터로 사용하고 있는데 아주 만족도가 높습니다. 삼성 핸드폰을 쓰고 있어서 노트북으로 무선 충전도 가능하니 생각보다 더 편리하고 성능도빠르고 블편함 없이 잘 이용하고 있습니다.,1,0.9948501586914062
